m,k,n,time,GFLOPS
13000,13000,13000,2.698704,1628.188939
13000,13000,13000,2.700328,1627.209962
13000,13000,13000,2.702589,1625.848212
13000,13000,13000,2.699704,1627.586134
13000,13000,13000,2.702454,1625.929570
13000,13000,13000,2.701509,1626.498221
13000,13000,13000,2.702336,1626.000434
14000,14000,14000,3.353968,1636.270848
14000,14000,14000,3.355397,1635.574038
14000,14000,14000,3.353751,1636.376819
14000,14000,14000,3.353475,1636.511163
14000,14000,14000,3.349090,1638.654045
14000,14000,14000,3.354807,1635.861409
14000,14000,14000,3.354916,1635.808338
14000,14000,14000,3.353355,1636.570007
14000,14000,14000,3.353768,1636.368435
14000,14000,14000,3.353465,1636.516135
15000,15000,15000,4.173553,1617.326959
15000,15000,15000,4.172616,1617.690175
15000,15000,15000,4.172122,1617.881757
15000,15000,15000,4.173019,1617.534043
15000,15000,15000,4.172727,1617.647187
15000,15000,15000,4.173392,1617.389516
15000,15000,15000,4.176362,1616.239109
15000,15000,15000,4.173120,1617.494706
15000,15000,15000,4.172337,1617.798334
15000,15000,15000,4.172521,1617.727049
16000,16000,16000,5.012607,1634.279268
16000,16000,16000,5.011410,1634.669738
16000,16000,16000,5.015060,1633.480082
16000,16000,16000,5.014747,1633.582011
16000,16000,16000,5.012362,1634.359049
16000,16000,16000,5.011881,1634.516094
16000,16000,16000,5.013216,1634.080889
16000,16000,16000,5.013569,1633.965858
16000,16000,16000,5.012944,1634.169445
16000,16000,16000,5.014044,1633.810950
17000,17000,17000,6.019037,1632.487095
17000,17000,17000,6.017525,1632.897317
17000,17000,17000,6.017769,1632.831036
17000,17000,17000,6.017283,1632.962980
17000,17000,17000,6.016272,1633.237431
17000,17000,17000,6.018646,1632.593072
17000,17000,17000,6.016348,1633.216706
17000,17000,17000,6.019056,1632.481793
17000,17000,17000,6.016768,1633.102596
17000,17000,17000,6.017518,1632.899129
18000,18000,18000,7.129787,1635.953528
18000,18000,18000,7.129312,1636.062499
18000,18000,18000,7.132906,1635.238064
18000,18000,18000,7.140456,1633.509060
18000,18000,18000,7.142128,1633.126809
18000,18000,18000,7.129604,1635.995478
18000,18000,18000,7.133123,1635.188463
18000,18000,18000,7.130350,1635.824367
18000,18000,18000,7.128831,1636.172903
18000,18000,18000,7.129736,1635.965210
19000,19000,19000,8.424354,1628.374056
19000,19000,19000,8.423647,1628.510822
19000,19000,19000,8.423050,1628.626248
19000,19000,19000,8.424873,1628.273851
19000,19000,19000,8.423479,1628.543344
19000,19000,19000,8.424542,1628.337836
19000,19000,19000,8.423670,1628.506253
19000,19000,19000,8.424134,1628.416611
19000,19000,19000,8.424473,1628.351093
19000,19000,19000,8.425789,1628.096793
20000,20000,20000,9.848145,1624.671470
20000,20000,20000,9.847323,1624.807108
20000,20000,20000,9.846513,1624.940806
20000,20000,20000,9.846246,1624.984836
20000,20000,20000,9.847016,1624.857653
20000,20000,20000,9.845127,1625.169439
20000,20000,20000,9.847164,1624.833379
20000,20000,20000,9.846349,1624.967826
20000,20000,20000,9.845703,1625.074447
20000,20000,20000,9.846144,1625.001595
