m,k,n,time,GFLOPS
10000,10000,10000,1.268460,1576.714795
10000,10000,10000,1.264862,1581.200510
10000,10000,10000,1.276964,1566.214262
10000,10000,10000,1.270168,1574.594268
10000,10000,10000,1.266667,1578.946808
10000,10000,10000,1.265146,1580.845446
10000,10000,10000,1.277451,1565.618079
10000,10000,10000,1.268209,1577.027344
10000,10000,10000,1.269338,1575.624305
11000,11000,11000,1.656036,1607.452532
11000,11000,11000,1.661321,1602.339534
11000,11000,11000,1.657551,1605.984211
11000,11000,11000,1.655389,1608.081323
11000,11000,11000,1.668978,1594.988060
11000,11000,11000,1.656662,1606.845251
11000,11000,11000,1.659799,1603.808293
11000,11000,11000,1.657121,1606.400979
11000,11000,11000,1.655542,1607.932918
11000,11000,11000,1.660590,1603.044464
12000,12000,12000,2.123217,1627.718346
12000,12000,12000,2.123813,1627.262117
12000,12000,12000,2.125009,1626.346046
12000,12000,12000,2.123312,1627.646206
12000,12000,12000,2.141370,1613.919923
12000,12000,12000,2.123662,1627.377778
12000,12000,12000,2.123651,1627.386336
12000,12000,12000,2.123481,1627.516549
12000,12000,12000,2.123576,1627.443640
12000,12000,12000,2.122675,1628.134219
13000,13000,13000,2.683740,1637.267335
13000,13000,13000,2.684124,1637.033414
13000,13000,13000,2.684612,1636.735405
13000,13000,13000,2.713465,1619.331604
13000,13000,13000,2.686790,1635.408991
13000,13000,13000,2.685303,1636.314521
13000,13000,13000,2.686512,1635.578168
13000,13000,13000,2.686127,1635.812478
13000,13000,13000,2.684807,1636.616729
13000,13000,13000,2.686989,1635.287650
14000,14000,14000,3.376365,1625.416835
14000,14000,14000,3.376950,1625.135069
14000,14000,14000,3.368458,1629.232188
14000,14000,14000,3.370033,1628.470700
14000,14000,14000,3.370275,1628.353827
14000,14000,14000,3.371453,1627.785009
14000,14000,14000,3.367709,1629.594430
14000,14000,14000,3.369858,1628.555338
14000,14000,14000,3.364909,1630.950288
14000,14000,14000,3.378396,1624.439648
15000,15000,15000,4.145412,1628.306227
15000,15000,15000,4.139348,1630.691544
15000,15000,15000,4.139333,1630.697530
15000,15000,15000,4.140258,1630.333172
15000,15000,15000,4.140159,1630.372254
15000,15000,15000,4.142292,1629.532829
15000,15000,15000,4.140488,1630.242468
15000,15000,15000,4.138319,1631.096949
15000,15000,15000,4.144296,1628.744614
15000,15000,15000,4.147813,1627.363488
16000,16000,16000,5.012486,1634.318869
16000,16000,16000,5.011439,1634.660096
16000,16000,16000,5.042022,1624.745087
16000,16000,16000,5.011859,1634.523328
16000,16000,16000,5.010418,1634.993341
16000,16000,16000,5.056330,1620.147568
16000,16000,16000,5.044617,1623.909220
16000,16000,16000,5.012296,1634.380748
16000,16000,16000,5.007054,1636.091765
16000,16000,16000,5.043782,1624.178067
17000,17000,17000,6.046606,1625.043851
17000,17000,17000,6.071139,1618.477256
17000,17000,17000,6.026971,1630.338158
17000,17000,17000,6.061754,1620.983054
17000,17000,17000,6.102071,1610.272943
17000,17000,17000,6.048511,1624.532100
17000,17000,17000,6.050034,1624.123231
17000,17000,17000,6.046878,1624.970720
17000,17000,17000,6.048773,1624.461574
17000,17000,17000,6.066656,1619.673310
18000,18000,18000,7.257780,1607.103084
18000,18000,18000,7.177652,1625.044000
18000,18000,18000,7.189489,1622.368375
18000,18000,18000,7.173756,1625.926501
18000,18000,18000,7.194848,1621.159962
18000,18000,18000,7.177665,1625.041053
18000,18000,18000,7.177016,1625.187896
18000,18000,18000,7.176333,1625.342532
18000,18000,18000,7.177903,1624.987167
18000,18000,18000,7.179944,1624.525310
19000,19000,19000,8.385394,1635.939856
19000,19000,19000,8.412461,1630.676248
19000,19000,19000,8.409179,1631.312681
19000,19000,19000,8.367335,1639.470541
19000,19000,19000,8.384155,1636.181528
19000,19000,19000,8.359347,1641.037184
19000,19000,19000,8.387352,1635.557969
19000,19000,19000,8.387057,1635.615539
19000,19000,19000,8.390916,1634.863318
19000,19000,19000,8.388149,1635.402427
20000,20000,20000,9.856652,1623.269205
20000,20000,20000,9.864965,1621.901419
20000,20000,20000,9.861923,1622.401688
20000,20000,20000,9.854443,1623.633157
20000,20000,20000,9.859582,1622.786769
20000,20000,20000,9.855960,1623.383260
20000,20000,20000,9.858364,1622.987318
20000,20000,20000,9.859074,1622.870516
20000,20000,20000,9.878629,1619.657960
20000,20000,20000,9.863825,1622.088789
